trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms
5415.0,5.5272e-07,1.8861e-08,7.4266e-07,1.9172e-08,1.7404e-06,4.9999e-08,5.1452e-07,3.6802e-07,1.585,0.211,2.432,1.404,0.103,4.352,1.344,0.051,4.736
5416.0,4.892e-07,1.8141e-08,5.5307e-07,1.8287e-08,1.4403e-06,4.8908e-08,9.382e-07,4.3999e-07,1.606,0.205,1.728,1.311,0.1,1.92,1.219,0.049,2.56
5417.0,8.0854e-07,1.1631e-08,1.0452e-06,1.286e-08,3.3306e-06,3.5204e-08,5.4061e-06,3.4198e-07,8.25,0.32,1.152,8.158,0.16,1.152,7.208,0.076,1.6
5419.0,8.8659e-07,2.361e-08,9.1729e-07,2.1162e-08,1.6588e-06,5.7259e-08,6.0703e-08,3.7189e-07,3.9,0.264,13.184,3.429,0.127,13.376,2.27,0.057,13.952
5420.0,5.3819e-07,4.2772e-08,4.2317e-07,3.4857e-08,1.1632e-06,8.3217e-08,5.327e-06,1.3951e-06,0.561,0.172,-0.448,0.458,0.084,-1.152,0.331,0.041,-0.448
5421.0,2.0366e-06,6.2205e-08,2.4214e-06,5.1467e-08,8.3618e-06,1.5692e-07,2.1804e-06,1.2448e-06,2.252,0.217,59.776,1.968,0.105,59.968,1.534,0.049,64.128
5423.0,1.3605e-07,1.2472e-08,1.212e-07,1.0933e-08,2.3341e-07,2.8733e-08,8.0905e-08,2.5006e-07,1.007,0.183,-0.128,0.772,0.09,0.0,0.57,0.043,0.448
5425.0,2.6711e-08,3.6793e-09,0.0,5.4966e-09,1.5877e-07,1.8992e-08,3.7839e-07,1.2631e-07,3.011,0.237,0.0,1.118,0.098,0.0,0.322,0.044,0.0
5427.0,4.1946e-07,1.9201e-08,5.6725e-07,1.5702e-08,1.4908e-06,4.1345e-08,7.0828e-07,3.4424e-07,1.865,0.198,3.392,1.484,0.095,3.392,1.378,0.047,3.776
5428.0,3.8196e-07,3.3538e-08,3.6691e-07,2.8409e-08,4.3442e-07,7.6729e-08,0.0,4.0348e-07,1.668,0.241,39.232,1.406,0.118,39.296,1.183,0.057,39.424
5429.0,1.2494e-06,7.4882e-08,1.1003e-06,4.8228e-08,4.1481e-06,1.4012e-07,7.9685e-06,1.8051e-06,2.218,0.238,0.448,2.038,0.117,0.512,1.767,0.056,1.088
5433.0,4.4573e-07,2.6094e-08,5.8913e-07,2.4308e-08,1.4542e-06,7.246e-08,3.5915e-06,1.1126e-06,3.134,0.244,2.496,2.827,0.119,2.624,2.682,0.059,2.688
5434.0,2.9848e-07,2.5092e-08,2.2453e-07,1.6998e-08,7.8282e-07,4.7665e-08,1.8691e-06,6.2818e-07,0.95,0.203,1.088,0.92,0.101,0.832,0.791,0.05,1.472
5436.0,9.8899e-07,1.9633e-08,5.8167e-07,1.1729e-08,6.1391e-07,2.8485e-08,0.0,1.4344e-07,5.561,0.327,1.216,5.361,0.161,1.28,4.208,0.075,1.856
5439.0,7.0784e-08,5.6878e-09,1.0253e-07,5.7019e-09,4.3737e-07,1.5404e-08,2.0741e-06,2.0189e-07,13.265,0.401,0.448,6.788,0.153,0.576,2.32,0.055,0.832
5443.0,2.0567e-08,4.4977e-09,3.308e-08,4.1227e-09,5.4578e-08,1.1052e-08,0.0,1.419e-07,0.527,0.159,-0.192,0.411,0.078,0.0,0.335,0.039,0.0
5446.0,1.1795e-06,1.1539e-07,1.619e-06,9.0044e-08,3.5793e-06,2.6581e-07,0.0,1.7629e-06,0.693,0.168,207.104,0.648,0.084,207.168,0.444,0.041,5.056
5447.0,4.4612e-06,4.5772e-08,2.3347e-06,3.9032e-08,2.6819e-06,1.0516e-07,0.0,8.4087e-07,4.104,0.277,6.656,3.879,0.136,6.72,3.257,0.065,7.232
5448.0,2.1613e-09,2.3697e-09,1.1487e-08,3.1375e-09,2.1592e-07,1.0644e-08,8.3694e-07,1.2158e-07,1.297,0.18,0.64,1.002,0.087,0.704,0.765,0.042,0.832
5450.0,7.4193e-07,3.9832e-08,1.1073e-06,4.1421e-08,4.6254e-06,1.1502e-07,1.02e-05,1.4272e-06,4.471,0.275,17.088,4.153,0.133,17.28,2.67,0.057,17.728
5451.0,9.8408e-07,2.1151e-08,1.4155e-06,2.0478e-08,4.2462e-06,5.4259e-08,1.8423e-06,4.437e-07,4.513,0.255,11.008,4.303,0.126,11.008,3.999,0.062,11.264
5452.0,5.1539e-07,7.9413e-08,5.9666e-07,5.4551e-08,1.8476e-06,1.6303e-07,4.2634e-06,2.151e-06,0.876,0.206,0.448,0.663,0.098,0.512,0.551,0.049,0.704
5453.0,5.8335e-09,2.7672e-09,2.0129e-08,3.2265e-09,7.1293e-08,9.1497e-09,1.2713e-07,8.6401e-08,1.003,0.182,0.0,0.837,0.089,0.064,0.406,0.041,0.768
5454.0,6.8401e-07,2.9025e-08,5.3097e-07,2.4894e-08,1.155e-06,7.2085e-08,7.0373e-07,7.91e-07,1.155,0.209,0.0,1.02,0.1,0.32,0.799,0.049,0.896
5456.0,9.7238e-08,7.6317e-09,1.7241e-07,7.9808e-09,4.8803e-07,2.1178e-08,4.8162e-07,1.9986e-07,3.442,0.241,0.32,2.874,0.114,0.192,1.547,0.049,0.704
5457.0,5.3773e-07,3.1318e-08,7.8532e-07,3.0058e-08,2.4402e-06,8.1327e-08,8.0601e-06,1.1695e-06,1.268,0.196,1.6,1.196,0.097,1.664,0.963,0.047,1.856
5458.0,6.5765e-09,1.3006e-09,6.5391e-09,1.08e-09,9.1053e-09,2.5451e-09,0.0,3.4192e-08,1.459,0.214,0.0,0.443,0.094,0.0,0.073,0.044,0.576
5459.0,8.5654e-09,3.6982e-09,1.0389e-08,3.3625e-09,3.44e-08,8.474e-09,0.0,1.0322e-07,1.41,0.209,0.0,0.858,0.095,0.128,0.212,0.042,0.512
5461.0,9.8048e-09,5.1132e-09,4.0334e-08,6.7692e-09,2.5107e-07,2.0395e-08,1.9191e-07,1.8153e-07,1.673,0.192,0.0,1.088,0.087,0.128,0.847,0.042,0.896
5462.0,1.362e-09,4.0644e-09,1.6479e-08,5.282e-09,5.5455e-08,1.4964e-08,0.0,1.2336e-07,1.51,0.223,0.0,0.754,0.1,0.0,0.23,0.046,0.0
5463.0,8.6416e-07,4.8832e-08,9.0098e-07,3.35e-08,2.7478e-06,8.881e-08,7.8798e-06,1.1807e-06,1.086,0.198,19.136,0.761,0.095,27.328,0.63,0.047,21.76
5464.0,3.8139e-07,1.9938e-08,5.5693e-07,1.9841e-08,2.7357e-06,5.6511e-08,4.637e-06,6.6624e-07,3.407,0.24,16.0,2.6,0.112,16.192,1.71,0.05,16.576
5465.0,9.3056e-08,1.1348e-08,1.0561e-07,8.9769e-09,1.4856e-07,2.1998e-08,0.0,2.174e-07,0.718,0.181,0.192,0.643,0.09,-1.024,0.555,0.046,-0.32
5466.0,9.3193e-07,4.4272e-08,4.5666e-07,2.5028e-08,3.6713e-07,6.558e-08,8.0468e-07,9.8549e-07,0.839,0.202,0.192,0.734,0.101,1.088,0.646,0.05,1.152
5467.0,4.0892e-08,7.5034e-09,7.0001e-08,7.3845e-09,5.5039e-07,2.2291e-08,1.712e-06,3.0651e-07,1.529,0.202,0.064,1.401,0.097,0.192,1.12,0.046,0.896
5469.0,1.5083e-08,4.2267e-09,5.8592e-08,5.2267e-09,3.1911e-07,1.5407e-08,3.0621e-07,1.2064e-07,3.202,0.259,0.0,2.098,0.112,0.192,1.144,0.049,0.896
5470.0,2.7579e-07,1.7326e-08,4.6065e-07,1.7946e-08,2.3438e-06,5.0389e-08,1.8604e-05,8.5074e-07,5.789,0.31,0.128,4.794,0.143,0.256,4.296,0.068,2.688
5471.0,5.0828e-08,5.5268e-09,5.4876e-08,5.7192e-09,7.5339e-07,1.8363e-08,1.0969e-05,3.7642e-07,2.973,0.241,0.128,2.464,0.111,1.152,2.103,0.054,1.088
5472.0,7.9977e-07,3.6993e-08,6.8751e-07,2.9866e-08,1.6584e-06,7.8033e-08,8.6549e-07,6.6341e-07,2.134,0.218,0.512,1.961,0.107,0.64,1.422,0.051,1.024
5473.0,1.4054e-06,3.2289e-08,1.8721e-06,3.3262e-08,7.1849e-06,1.0308e-07,1.5738e-05,1.413e-06,3.998,0.271,51.84,3.788,0.133,51.84,2.941,0.061,51.968
5474.0,9.9646e-07,2.9042e-08,5.1717e-07,1.7708e-08,7.2699e-07,3.9308e-08,4.6745e-07,3.626e-07,1.016,0.181,4.352,0.909,0.09,4.544,0.808,0.045,5.312
5475.0,4.4474e-07,3.0499e-08,5.4926e-07,2.9533e-08,1.983e-06,7.6279e-08,3.7552e-06,9.9698e-07,2.717,0.22,1.408,2.416,0.106,1.472,1.391,0.046,1.728
5476.0,8.6924e-07,2.475e-08,8.6833e-07,2.1014e-08,1.8136e-06,5.6775e-08,1.1009e-06,5.4449e-07,2.789,0.236,15.104,2.55,0.116,15.168,1.996,0.054,15.488
5477.0,7.2387e-07,1.5336e-08,1.0693e-06,1.6192e-08,7.8923e-06,5.3022e-08,0.00010147,9.2041e-07,29.352,0.694,1.536,23.874,0.311,1.664,18.434,0.136,2.368
5478.0,1.3888e-06,5.2558e-08,2.1314e-06,5.4954e-08,5.8728e-06,1.6364e-07,2.3373e-06,1.4856e-06,3.095,0.24,2.368,2.959,0.119,2.176,2.772,0.059,2.496
5479.0,1.467e-06,3.304e-08,1.7331e-06,2.9269e-08,4.1512e-06,8.6374e-08,5.0851e-06,9.914e-07,2.893,0.23,52.416,2.756,0.115,52.608,2.5,0.056,53.12
5480.0,1.055e-06,3.0715e-08,8.5677e-07,2.2133e-08,9.7981e-07,5.9083e-08,0.0,3.1507e-07,0.826,0.17,2.752,0.65,0.082,2.944,0.573,0.041,3.456
5482.0,2.0592e-06,1.1111e-07,2.6621e-06,1.1077e-07,7.1928e-06,3.1754e-07,6.6752e-06,3.1955e-06,1.287,0.241,21.824,1.154,0.116,13.12,0.981,0.057,22.016
5483.0,1.4789e-07,9.5267e-09,1.097e-07,7.2344e-09,1.145e-07,1.8161e-08,4.5656e-08,1.6549e-07,1.57,0.217,0.0,1.324,0.106,0.128,0.829,0.05,0.704
5484.0,4.7325e-07,2.2209e-08,6.3042e-07,2.004e-08,2.0405e-06,5.4567e-08,3.2356e-06,5.5503e-07,2.951,0.239,4.288,2.679,0.119,4.416,2.368,0.058,5.056
5485.0,3.0688e-08,7.0436e-09,3.4263e-08,6.4836e-09,1.184e-07,1.7042e-08,3.2591e-07,2.4999e-07,0.627,0.171,-0.704,0.396,0.084,-1.216,0.285,0.041,-0.704
5486.0,6.7402e-06,5.0188e-08,7.8866e-06,4.006e-08,2.6133e-05,1.1376e-07,5.2081e-05,1.2909e-06,10.332,0.374,75.264,9.345,0.181,75.456,8.48,0.087,76.16
5487.0,2.6749e-07,3.0127e-08,2.7553e-07,2.0228e-08,2.3312e-07,4.0938e-08,0.0,3.9213e-07,0.832,0.203,-0.192,0.523,0.098,-0.192,0.455,0.049,0.384
5488.0,8.8859e-10,1.224e-09,5.9426e-09,1.6638e-09,4.0882e-08,5.0309e-09,2.0516e-08,3.2556e-08,1.087,0.181,0.0,0.718,0.084,0.128,0.184,0.038,0.576
5489.0,4.2276e-06,5.3422e-08,4.8018e-06,4.1572e-08,1.7442e-05,1.2195e-07,2.445e-05,1.37e-06,9.958,0.361,47.488,9.436,0.177,47.616,8.735,0.086,48.0
5490.0,2.5914e-07,2.2006e-08,3.7368e-07,2.0287e-08,6.4611e-07,4.5667e-08,0.0,2.2358e-07,1.138,0.213,4.544,0.969,0.103,4.736,0.664,0.05,5.248
5491.0,7.4868e-09,1.7146e-09,1.4078e-08,1.8472e-09,4.748e-08,4.9516e-09,0.0,3.6862e-08,2.061,0.211,0.064,1.143,0.094,0.192,0.395,0.041,0.512
5492.0,1.7961e-07,2.4055e-08,3.3698e-07,2.6121e-08,1.4486e-06,8.0246e-08,4.6173e-06,1.1029e-06,1.117,0.194,3.456,1.006,0.096,3.584,0.819,0.046,4.096
5493.0,7.8334e-07,6.2516e-08,9.1654e-07,4.1722e-08,1.8501e-06,1.0897e-07,2.8873e-06,1.1689e-06,1.183,0.193,32.704,0.808,0.092,32.896,0.57,0.046,0.0
5494.0,5.9541e-08,1.3058e-08,5.533e-08,1.2114e-08,2.9424e-07,3.5873e-08,7.3916e-07,5.0359e-07,0.997,0.207,0.896,0.881,0.101,0.96,0.752,0.05,1.472
5495.0,4.594e-07,3.2822e-08,4.9256e-07,2.7848e-08,1.3022e-06,6.7039e-08,1.1122e-06,5.8178e-07,2.394,0.232,0.256,2.124,0.113,0.448,1.792,0.055,0.96
5497.0,1.1984e-06,6.3043e-08,7.6998e-07,3.9663e-08,1.1084e-06,1.0479e-07,1.309e-07,8.2951e-07,0.85,0.173,-0.128,0.678,0.084,0.0,0.468,0.04,0.512
5498.0,1.5935e-09,2.6143e-09,8.101e-09,3.0916e-09,5.0429e-08,1e-08,9.7819e-08,1.005e-07,0.961,0.187,-0.064,0.712,0.091,0.064,0.229,0.041,0.576
5499.0,1.1151e-08,2.835e-09,2.2821e-08,3.271e-09,1.4983e-07,1.023e-08,6.324e-07,1.4507e-07,1.559,0.204,0.128,1.338,0.098,0.192,0.693,0.044,0.896
5500.0,1.4595e-08,2.2577e-09,1.7894e-08,2.1387e-09,1.5707e-07,6.6388e-09,1.9535e-07,5.8162e-08,6.91,0.299,0.0,2.767,0.117,0.128,0.708,0.048,0.384
5501.0,1.0373e-08,2.989e-09,2.2081e-08,3.3816e-09,6.5725e-08,9.3241e-09,0.0,7.6715e-08,1.687,0.212,0.192,1.135,0.098,0.192,0.417,0.043,0.64
5502.0,4.4711e-09,1.4894e-09,2.4493e-09,1.7986e-09,7.1393e-08,6.4105e-09,4.3071e-06,2.1812e-07,3.846,0.297,0.0,1.015,0.104,0.0,0.288,0.045,0.512
5503.0,7.1747e-07,7.5315e-08,4.8244e-07,5.1164e-08,4.2215e-07,1.1756e-07,0.0,1.4672e-06,0.641,0.167,0.192,0.5,0.083,-0.064,0.431,0.041,0.384
5504.0,2.0094e-07,1.2243e-08,2.0213e-07,9.7844e-09,2.3253e-07,2.3182e-08,1.5199e-07,2.1468e-07,2.755,0.248,0.192,2.565,0.123,0.384,1.637,0.056,0.832
5505.0,1.7268e-07,2.8201e-08,2.476e-07,2.4134e-08,8.2285e-07,6.4699e-08,1.7407e-06,7.7818e-07,1.041,0.197,1.792,0.761,0.095,2.368,0.662,0.046,2.624
5507.0,1.388e-07,2.6058e-08,1.5185e-07,1.969e-08,2.4736e-07,4.7711e-08,0.0,4.8155e-07,0.6,0.187,0.064,0.402,0.09,-0.448,0.292,0.045,0.192
5508.0,1.0985e-07,1.1801e-08,1.3309e-07,1.0265e-08,1.4835e-07,2.4264e-08,0.0,1.4134e-07,1.398,0.211,0.064,1.218,0.105,0.192,0.793,0.05,0.576
5509.0,1.0962e-06,6.7041e-08,9.7901e-07,4.9662e-08,2.8442e-06,1.403e-07,7.7718e-06,2.0388e-06,0.635,0.173,2.944,0.511,0.084,3.072,0.428,0.042,3.456
5510.0,8.2548e-07,1.2832e-07,9.6575e-07,1.0054e-07,1.8462e-06,2.5563e-07,0.0,1.1734e-06,0.689,0.236,15.168,0.443,0.117,-0.64,0.379,0.059,-0.256
5512.0,2.003e-06,5.4797e-08,3.4317e-06,5.3192e-08,1.1548e-05,1.4213e-07,3.4646e-05,1.7911e-06,3.732,0.277,21.504,3.457,0.136,21.632,3.126,0.066,22.336
5513.0,6.7522e-08,2.5799e-08,1.4332e-07,2.6755e-08,3.4017e-07,7.6164e-08,6.1815e-07,8.8136e-07,0.327,0.172,0.512,0.361,0.085,-0.384,0.255,0.042,0.192
5514.0,7.8404e-08,9.1091e-09,2.5751e-08,4.2069e-09,1.2841e-08,9.42e-09,1.9146e-07,3.3585e-07,2.02,0.212,0.0,1.019,0.1,0.0,0.291,0.04,0.0
5515.0,3.6596e-07,2.9966e-08,5.7201e-07,2.7686e-08,1.3125e-06,7.7265e-08,2.0467e-06,8.4843e-07,1.07,0.208,0.832,1.016,0.103,0.896,0.878,0.051,1.536
5516.0,1.1132e-07,2.324e-08,3.6063e-07,2.5579e-08,8.9018e-07,6.3838e-08,2.8505e-09,3.1356e-07,0.732,0.194,2.944,0.569,0.096,0.064,0.432,0.047,0.064
5517.0,2.4439e-07,1.913e-08,3.4326e-07,1.5314e-08,9.8885e-07,4.625e-08,3.194e-07,3.868e-07,2.057,0.228,0.576,1.768,0.11,1.088,1.758,0.055,1.536
5518.0,7.5193e-07,2.6894e-08,8.3008e-07,1.941e-08,2.4476e-06,4.8436e-08,3.377e-06,4.8046e-07,2.543,0.223,6.4,2.353,0.109,6.4,2.152,0.053,7.04
5523.0,1.0199e-06,2.5131e-08,1.1605e-06,2.3535e-08,2.7433e-06,6.6469e-08,1.9573e-06,6.5834e-07,3.733,0.276,1.024,3.665,0.138,1.216,3.523,0.068,1.472
5524.0,2.2137e-07,2.6723e-08,3.3903e-07,2.7559e-08,7.2551e-07,8.3085e-08,0.0,9.4562e-07,0.57,0.17,0.0,0.491,0.082,0.128,0.454,0.041,0.576
5526.0,1.5681e-06,3.3291e-08,2.1505e-06,3.3179e-08,6.4139e-06,8.8882e-08,1.0044e-05,1.0129e-06,3.779,0.256,16.768,3.385,0.124,16.832,2.671,0.058,17.344
5527.0,4.1433e-08,3.6872e-09,7.5466e-08,4.2096e-09,7.95e-07,1.3843e-08,5.8279e-06,1.6956e-07,5.038,0.263,0.64,4.499,0.129,0.448,3.256,0.058,0.896
5528.0,1.4106e-08,2.9711e-09,2.7707e-08,3.4296e-09,1.794e-07,1.036e-08,1.0581e-06,1.4217e-07,2.266,0.218,0.128,1.983,0.106,0.192,0.833,0.045,0.768
5529.0,1.94e-08,3.2045e-09,4.3491e-08,4.0463e-09,2.6281e-07,1.2343e-08,3.0405e-07,1.0411e-07,4.23,0.29,0.064,2.776,0.128,0.256,1.252,0.054,0.832
5530.0,1.0348e-06,1.5793e-08,8.9188e-07,1.1624e-08,1.3125e-06,2.7706e-08,1.9563e-08,1.33e-07,6.695,0.299,2.752,5.495,0.14,2.816,3.826,0.063,0.96
5531.0,1.0451e-06,2.8115e-08,8.7836e-07,2.0418e-08,1.8938e-06,5.5201e-08,6.0673e-07,4.5022e-07,1.87,0.211,4.928,1.668,0.102,5.888,1.546,0.05,5.888
5532.0,2.4461e-07,3.5888e-08,3.0623e-07,2.9437e-08,1.9651e-06,9.1558e-08,4.0092e-06,1.3277e-06,1.078,0.194,-0.192,0.773,0.093,0.384,0.584,0.045,0.576
5533.0,3.8379e-08,4.3837e-09,5.113e-08,4.535e-09,6.9545e-07,1.5459e-08,4.4078e-06,2.1244e-07,5.123,0.303,0.384,4.865,0.148,0.576,2.747,0.064,0.704
5534.0,1.0519e-06,1.6316e-08,9.4057e-07,1.4367e-08,1.5679e-06,3.31e-08,9.0646e-07,2.7097e-07,5.123,0.294,1.216,4.886,0.146,1.408,4.593,0.072,2.048
5536.0,5.3933e-09,1.1243e-09,6.0169e-09,1.073e-09,2.169e-08,2.8467e-09,0.0,2.2186e-08,2.064,0.219,0.0,0.582,0.09,0.0,0.121,0.04,0.448
5537.0,5.3176e-09,3.6791e-09,9.4752e-09,3.1864e-09,7.3797e-08,9.9788e-09,2.2691e-07,1.2702e-07,0.986,0.195,-0.128,0.861,0.095,0.0,0.328,0.043,0.64
5538.0,7.78e-08,1.8694e-08,2.2479e-07,1.9473e-08,9.7127e-07,4.973e-08,2.5958e-06,5.0117e-07,0.807,0.191,5.632,0.63,0.091,3.648,0.492,0.045,3.904
5539.0,2.8859e-07,3.0348e-08,4.5104e-07,2.9563e-08,8.3826e-07,9.2341e-08,0.0,6.2913e-07,2.176,0.256,1.024,1.879,0.125,1.216,1.395,0.061,0.256
5540.0,9.326e-07,7.5709e-08,4.6894e-07,3.9644e-08,6.1025e-07,8.5805e-08,2.9675e-06,1.3263e-06,1.341,0.206,0.0,1.07,0.101,0.064,0.7,0.049,0.256
5541.0,4.2695e-07,2.1197e-08,6.0328e-07,2.0839e-08,1.2837e-06,5.9729e-08,1.367e-06,6.427e-07,1.839,0.228,1.664,1.656,0.113,1.792,1.461,0.056,2.304
5542.0,4.2085e-07,3.6788e-08,6.3252e-07,3.1572e-08,3.9171e-06,9.0505e-08,4.6865e-06,8.8287e-07,1.499,0.229,9.152,1.44,0.113,9.344,1.3,0.056,10.048
5543.0,1.157e-08,6.1196e-09,6.1205e-09,4.962e-09,3.0962e-08,1.2322e-08,4.1318e-07,2.9196e-07,0.87,0.204,0.0,0.614,0.097,0.0,0.173,0.045,0.0
5545.0,1.367e-07,1.2032e-08,2.4185e-07,1.3446e-08,9.6921e-07,4.2562e-08,1.5804e-06,5.3728e-07,2.449,0.241,0.448,2.229,0.118,0.512,2.204,0.058,1.216
5546.0,1.8947e-08,8.399e-09,3.4887e-08,8.7152e-09,2.4597e-07,2.8125e-08,2.1307e-06,5.3911e-07,1.077,0.22,0.512,0.605,0.102,0.512,0.492,0.05,0.64
5547.0,3.0062e-08,5.3227e-09,1.8365e-08,3.9995e-09,2.8414e-07,1.2263e-08,1.7416e-06,1.896e-07,1.967,0.235,0.448,1.68,0.115,0.512,1.135,0.054,0.896
5548.0,2.9417e-06,5.7757e-08,2.5214e-06,4.8367e-08,5.1054e-06,1.1593e-07,4.682e-06,1.2133e-06,5.963,0.305,16.704,5.95,0.152,16.896,5.095,0.072,17.088
5551.0,1.4663e-06,5.0414e-08,1.1738e-06,4.0231e-08,2.8151e-06,9.8732e-08,0.0,5.185e-07,0.865,0.19,-0.896,0.885,0.094,34.944,0.774,0.047,35.136
5554.0,4.8668e-07,2.8837e-08,7.6744e-07,2.6185e-08,3.0239e-06,7.5469e-08,8.7711e-06,1.0693e-06,1.455,0.197,6.656,1.256,0.096,6.72,1.154,0.047,7.296
5555.0,7.4884e-07,4.0259e-08,6.1055e-07,3.1603e-08,1.7813e-06,9.181e-08,0.0,4.384e-07,1.032,0.21,2.56,0.789,0.104,6.848,0.66,0.052,6.976
5556.0,4.9773e-08,6.761e-09,6.0206e-08,5.2232e-09,1.4857e-07,1.4578e-08,0.0,9.5508e-08,1.584,0.205,0.064,1.299,0.1,0.128,0.891,0.047,0.32
5557.0,5.9521e-09,4.4182e-09,1.0961e-08,4.4886e-09,2.2527e-08,1.3151e-08,0.0,1.5907e-07,2.124,0.228,0.0,0.72,0.095,0.0,0.194,0.044,0.0
5559.0,3.229e-08,7.6477e-09,4.4164e-08,7.6555e-09,3.3523e-07,2.0417e-08,6.479e-07,2.5422e-07,0.676,0.163,1.856,0.548,0.082,1.856,0.386,0.038,2.112
5560.0,0.0,3.3986e-09,9.853e-09,3.1949e-09,7.2663e-08,9.8989e-09,1.5369e-07,8.5359e-08,1.002,0.188,0.0,0.746,0.089,0.0,0.311,0.041,0.448
5561.0,8.1475e-08,3.282e-09,1.1974e-07,3.3356e-09,2.2166e-07,7.2331e-09,2.5711e-08,2.957e-08,19.28,0.451,0.0,7.392,0.157,0.128,1.867,0.056,0.448
5562.0,3.8654e-09,1.4378e-09,9.3716e-09,1.6986e-09,9.0508e-08,5.7286e-09,2.6384e-07,6.0449e-08,2.566,0.22,0.064,1.503,0.094,0.128,0.414,0.038,0.64
5563.0,6.8741e-07,1.3893e-08,1.1371e-06,1.3941e-08,2.7475e-06,3.29e-08,2.7912e-06,2.2125e-07,22.704,0.587,1.408,21.435,0.286,1.6,13.793,0.118,2.048
5564.0,1.2335e-08,3.3566e-09,1.8526e-08,3.4886e-09,1.6909e-07,1.0875e-08,1.5425e-06,1.878e-07,6.734,0.342,0.064,2.806,0.125,0.192,0.721,0.047,0.576
5565.0,1.489e-07,1.1596e-08,1.2856e-07,9.344e-09,1.4292e-07,2.3074e-08,0.0,1.5746e-07,1.376,0.195,-0.128,1.298,0.096,0.0,0.682,0.044,0.64
5566.0,8.5894e-07,4.0122e-08,8.8524e-07,3.0019e-08,3.6057e-06,8.5826e-08,7.8693e-06,1.0916e-06,1.097,0.191,24.64,0.885,0.091,3.648,0.786,0.045,3.968
5567.0,2.5428e-06,2.7768e-08,2.951e-06,2.3415e-08,1.2573e-05,6.815e-08,2.6759e-05,6.1355e-07,22.802,0.567,11.776,21.894,0.279,11.968,18.727,0.129,12.608
5568.0,4.7789e-07,1.124e-08,8.6454e-07,1.2861e-08,6.7137e-06,4.2446e-08,3.2446e-05,4.557e-07,13.944,0.415,1.92,13.326,0.204,1.92,12.201,0.098,2.496
5569.0,5.2151e-07,3.1413e-08,4.0147e-07,1.9066e-08,5.5028e-07,4.4255e-08,4.8334e-08,2.9376e-07,0.878,0.18,3.136,0.626,0.088,3.2,0.556,0.043,3.52
5571.0,6.3838e-08,6.5842e-09,9.8081e-08,6.4271e-09,3.2441e-07,1.8993e-08,4.4364e-07,2.0208e-07,2.887,0.242,0.192,2.448,0.117,0.192,1.409,0.052,0.64
5572.0,6.9612e-08,1.0879e-08,1.0388e-07,9.3703e-09,5.407e-07,2.6071e-08,2.946e-07,2.1275e-07,7.186,0.298,0.832,3.431,0.121,0.896,1.717,0.053,0.96
5573.0,4.713e-08,1.3473e-08,4.6967e-08,9.3021e-09,1.497e-07,2.5959e-08,1.3037e-06,5.1601e-07,0.569,0.176,-0.832,0.35,0.085,-0.192,0.332,0.043,0.064
5574.0,1.1671e-06,4.3815e-08,1.0686e-06,3.131e-08,3.0637e-06,8.3946e-08,1.6902e-06,7.4072e-07,1.255,0.201,14.208,1.176,0.1,14.336,0.705,0.047,14.72
5575.0,1.3204e-06,1.9414e-08,1.2297e-06,1.5783e-08,3.0709e-06,4.0982e-08,5.8346e-06,4.7041e-07,9.5,0.364,0.32,8.68,0.177,0.384,5.799,0.076,9.472
5576.0,1.2405e-09,1.946e-09,6.1397e-09,2.2344e-09,4.3255e-08,6.6875e-09,1.3678e-07,5.857e-08,0.995,0.234,0.0,0.755,0.113,0.064,0.183,0.051,0.448
5581.0,2.5184e-07,1.7611e-08,2.1681e-07,1.555e-08,4.4186e-07,4.5531e-08,0.0,4.1385e-07,0.784,0.198,-0.192,0.574,0.097,-0.192,0.499,0.049,0.064
5585.0,1.7066e-06,6.0733e-08,2.0615e-06,5.4352e-08,3.8139e-06,1.3911e-07,1.5564e-05,2.1906e-06,1.801,0.214,170.56,1.614,0.104,170.752,1.128,0.049,94.656
5589.0,9.9503e-07,5.4881e-08,8.783e-07,3.8457e-08,1.3257e-06,1.0092e-07,0.0,4.8999e-07,0.7723,0.1723,108.288,0.7052,0.0859,108.48,0.5487,0.0417,108.992
5590.0,9.4825e-07,3.7878e-08,8.0463e-07,3.3276e-08,1.1575e-06,7.9602e-08,0.0,3.9268e-07,0.9984,0.2028,22.208,0.8984,0.0987,22.336,0.6152,0.0476,22.784
5591.0,4.0088e-06,6.4947e-08,5.8457e-06,6.445e-08,2.3123e-05,1.6985e-07,5.0826e-05,1.807e-06,4.7622,0.3302,76.928,4.19,0.1596,64.704,3.6701,0.0769,65.408
5592.0,8.1583e-09,3.685e-09,9.9989e-09,3.7301e-09,9.4582e-08,1.2419e-08,0.0,1.7041e-07,1.9138,0.2542,0.128,1.3999,0.1207,0.192,0.4317,0.0533,0.448
5593.0,5.8e-07,2.1553e-08,1.0261e-06,2.1736e-08,3.3044e-06,6.4711e-08,1.5571e-06,5.1241e-07,4.2283,0.2761,1.856,4.024,0.1358,2.048,3.7615,0.0669,2.624
