event_name,RA_deg,Dec_deg,detection_date_utc,distance_mpc,redshift,Type,fluence_j_m2,notes
SN2021aaqn,39.492483,-1.831444,2021/10/06,127.0,0.028,II,5.181724,SN2021aaqn.json
SN2021aare,90.9168,-26.663239,2021/10/06,184.3,0.0404,Ia-91bg,2.460544,SN2021aare.json
SN2021aasg,131.269017,19.666344,2021/10/06,400.0,0.085,Ia,0.52235,SN2021aasg.json
SN2021aash,131.424642,22.804117,2021/10/06,360.0,0.077,Ia,0.644877,SN2021aash.json
SN2021aasi,133.523796,15.096678,2021/10/06,186.607,0.040899,Ia,2.400081,SN2021aasi.json
SN2021aasl,139.089404,17.727831,2021/10/06,117.0,0.026,Ia-91T,6.105342,SN2021aasl.json
SN2021aatd,14.767379,-0.203378,2021/10/07,68.255,0.015245,II Pec,17.939811,SN2021aatd.json
SN2021aatp,275.956367,39.479364,2021/10/07,150.0,0.033,II Pec,3.71449,SN2021aatp.json
SN2021aatq,114.130729,-1.588217,2021/10/07,280.0,0.06,Ia,1.066021,SN2021aatq.json
SN2021aatr,137.547833,35.260933,2021/10/07,273.0,0.059,Ia,1.121389,SN2021aatr.json
SN2021aavm,121.849221,54.194217,2021/10/02,387.1,0.0824,Ia,0.557745,SN2021aavm.json
SN2021aawh,65.541325,35.666142,2021/10/09,67.1,0.015,II,18.562509,SN2021aawh.json
SN2021aaxs,128.3966,19.741711,2021/10/09,117.559,0.026047,II,6.047418,SN2021aaxs.json
SN2021aaxw,146.397667,57.374728,2021/10/09,104.0,0.023,II,7.727073,SN2021aaxw.json
SN2021aaxx,82.956346,55.7048,2021/10/09,355.35,0.07598,I,0.661864,SN2021aaxx.json
SN2021aayf,95.534754,50.429108,2021/10/09,82.12,0.0183,II,12.393211,SN2021aayf.json
SN2021aayn,62.019583,-6.300236,2021/10/09,409.41,0.08689,Ia,0.498614,SN2021aayn.json
SN2021aazj,74.183596,-16.648783,2021/10/02,287.0,0.062,Ia,1.014654,SN2021aazj.json
SN2021aazk,359.454658,-9.720381,2021/10/10,302.0,0.065,Ia,0.916364,SN2021aazk.json
SN2021aazm,6.229083,45.168361,2021/10/09,199.078,0.043549,II,2.108799,SN2021aazm.json
SN2021aazw,356.892958,-7.806969,2021/10/10,106.153,0.023563,Ic BL,7.41681,SN2021aazw.json
SN2021aazx,7.287504,4.721181,2021/10/03,420.0,0.09,Ia-91T,0.473787,SN2021aazx.json
SN2021ab,155.953604,-26.469392,2021/01/01,330.0,0.07,Ia,0.767457,SN2021ab.json
SN2021abab,354.441321,21.470358,2021/10/10,331.7,0.07116,Ia-91T,0.75961,SN2021abab.json
SN2021abad,166.2305,31.158117,2021/10/10,230.0,0.05,II,1.579887,SN2021abad.json
SN2021abah,15.529796,35.750861,2021/10/10,307.0,0.066,Ia,0.886758,SN2021abah.json
SN2021abaj,27.98655,54.397294,2021/10/10,297.0,0.064,Ia,0.947477,SN2021abaj.json
SN2021abam,17.050987,-19.789986,2021/10/10,225.0,0.049,Ia,1.650884,SN2021abam.json
SN2021aban,19.186912,-21.281361,2021/10/10,,,Unknown,,SN2021aban.json
SN2021abaq,347.016629,22.573142,2021/10/10,365.0,0.078,Ia,0.62733,SN2021abaq.json
SN2021abbg,298.134012,-10.162161,2021/10/11,208.3,0.0455,Ia,1.926208,SN2021abbg.json
SN2021abbh,249.423896,75.000739,2021/10/06,187.0,0.041,Ia,2.390003,SN2021abbh.json
SN2021abbl,17.557504,2.302419,2021/10/02,578.0,0.12,Ia-91T,0.250165,SN2021abbl.json
SN2021abbm,282.584567,70.482225,2021/10/04,420.0,0.089,Ia,0.473787,SN2021abbm.json
SN2021abbv,51.0148,15.969433,2021/10/11,330.0,0.07,IIn,0.767457,SN2021abbv.json
SN2021abcn,308.378746,-8.891192,2021/10/11,435.0,0.092,Ia-91T,0.441675,SN2021abcn.json
SN2021abcv,354.483975,16.706908,2021/10/07,360.0,0.077,Ia,0.644877,SN2021abcv.json
SN2021abcw,158.938758,21.055308,2021/10/11,105.8,0.023486,Ibn,7.466385,SN2021abcw.json
SN2021abds,356.779546,-15.533739,2021/10/03,330.0,0.07,Ia,0.767457,SN2021abds.json
SN2021abew,351.3828,18.374069,2021/10/11,180.0,0.04,Ia,2.579507,SN2021abew.json
SN2021abgc,126.989158,-5.664758,2021/10/11,331.0,0.071,Ia,0.762826,SN2021abgc.json
SN2021abgd,9.590512,-7.816258,2021/10/11,380.0,0.08,Ia,0.578781,SN2021abgd.json
SN2021abgx,3.347658,16.603892,2021/10/01,380.0,0.08,Ia,0.578781,SN2021abgx.json
SN2021abhh,108.071704,26.774692,2021/10/09,187.0,0.041,Ia,2.390003,SN2021abhh.json
SN2021abht,115.752892,31.386392,2021/10/11,159.606,0.035128,Ia,3.280827,SN2021abht.json
SN2021abhv,299.023162,7.36515,2021/10/07,80.8,0.018,II,12.801445,SN2021abhv.json
SN2021abi,72.535446,-3.283756,2021/01/08,330.0,0.07,Ia,0.767457,SN2021abi.json
SN2021abif,156.122287,-6.3139,2021/10/13,230.0,0.05,Ia,1.579887,SN2021abif.json
SN2021abiu,119.185437,-2.99455,2021/10/13,248.389,0.053934,Ia,1.354618,SN2021abiu.json
SN2021abjr,155.413608,6.402431,2021/10/13,130.443,0.028842,Ia,4.911794,SN2021abjr.json
SN2021abjs,32.930712,-4.302164,2021/10/01,790.0,0.16,Ia,0.133914,SN2021abjs.json
SN2021abjz,11.277479,29.87815,2021/10/13,140.0,0.03,II,4.264083,SN2021abjz.json
SN2021abkf,14.041829,24.569231,2021/10/13,420.0,0.09,Ia,0.473787,SN2021abkf.json
SN2021abkm,275.656787,15.704911,2021/10/14,78.779,0.017565,II,13.466825,SN2021abkm.json
SN2021abko,30.530062,23.549983,2021/10/14,71.258,0.015908,Ia,16.459233,SN2021abko.json
SN2021ablh,167.479192,7.236219,2021/10/14,94.709,0.021062,Ia,9.317417,SN2021ablh.json
SN2021abll,71.841617,74.028311,2021/10/14,382.36,0.08145,Ia,0.571659,SN2021abll.json
SN2021abmf,264.84335,11.5832,2021/10/15,360.0,0.077,Ia,0.644877,SN2021abmf.json
SN2021abmh,302.411471,52.780733,2021/10/15,268.0,0.058,Ia,1.163623,SN2021abmh.json
SN2021abmj,356.207367,9.453222,2021/10/15,267.466,0.057913,Ia,1.168274,SN2021abmj.json
SN2021abmn,7.855908,-36.13905,2021/10/14,180.0,0.04,II,2.579507,SN2021abmn.json
SN2021abmp,11.176558,-38.183911,2021/10/14,104.76,0.023259,Ia,7.615365,SN2021abmp.json
SN2021abmr,6.323954,-4.156989,2021/10/11,521.2,0.109,Ia,0.307661,SN2021abmr.json
SN2021abmy,355.125675,12.931489,2021/10/15,127.0,0.028,Ia,5.181724,SN2021abmy.json
SN2021abn,208.703554,-13.608567,2021/01/09,268.0,0.058,Ia,1.163623,SN2021abn.json
SN2021abnc,284.063067,33.019303,2021/10/11,380.0,0.08,Ia,0.578781,SN2021abnc.json
SN2021aboy,136.001271,8.135569,2021/10/13,420.0,0.09,Ia,0.473787,SN2021aboy.json
SN2021aboz,8.828842,-19.894981,2021/10/15,311.0,0.067,Ia,0.864094,SN2021aboz.json
SN2021abpc,321.514696,10.405925,2021/10/15,455.0,0.096,Ia,0.4037,SN2021abpc.json
SN2021abpd,37.218233,-5.487303,2021/10/16,140.9,0.0311,II,4.209783,SN2021abpd.json
SN2021abpg,274.174033,15.29745,2021/10/15,220.0,0.048,Ia,1.726777,SN2021abpg.json
SN2021abpo,63.271475,-5.448539,2021/10/15,480.0,0.1,Ia,0.362743,SN2021abpo.json
SN2021abpt,96.484183,39.673714,2021/10/16,62.6,0.014,Ia,21.327161,SN2021abpt.json
SN2021abpw,311.277637,-25.732019,2021/10/16,292.0,0.063,Ia,0.980203,SN2021abpw.json
SN2021abpz,157.979758,49.365514,2021/10/16,239.716,0.052118,Ia,1.454413,SN2021abpz.json
SN2021abqf,351.882762,-32.995719,2021/10/14,268.0,0.058,IIn,1.163623,SN2021abqf.json
SN2021abqs,170.406717,20.150581,2021/10/17,59.807,0.013377,II,23.365484,SN2021abqs.json
SN2021abqu,155.462812,35.069875,2021/10/15,157.854,0.034752,IIb,3.354058,SN2021abqu.json
SN2021abrt,283.6425,46.008558,2021/10/02,435.0,0.092,Ia-91T,0.441675,SN2021abrt.json
SN2021absd,102.312321,72.623433,2021/10/11,164.0,0.036,Ib,3.107378,SN2021absd.json
SN2021absx,276.66155,15.704461,2021/10/17,258.0,0.056,Ia,1.255574,SN2021absx.json
SN2021absz,280.73285,25.269272,2021/10/17,268.0,0.058,Ia,1.163623,SN2021absz.json
SN2021abt,199.823962,-7.249169,2021/01/10,6.331,0.001429,Ia,2085.017256,SN2021abt.json
SN2021abte,266.512087,63.359614,2021/10/15,420.0,0.089,Ia,0.473787,SN2021abte.json
SN2021abuz,63.062292,-26.142658,2021/10/18,301.64,0.06499,Ia-91T,0.918552,SN2021abuz.json
SN2021abvm,308.589675,-54.989017,2021/10/15,182.968,0.040124,Ia,2.496499,SN2021abvm.json
SN2021abvy,285.774279,57.499856,2021/10/17,351.0,0.075,Ia,0.678371,SN2021abvy.json
SN2021abw,124.488117,33.766036,2021/01/12,287.784,0.062128,Ia,1.009133,SN2021abw.json
SN2021abwk,319.811292,10.071314,2021/10/19,410.0,0.087,Ia,0.49718,SN2021abwk.json
SN2021abwl,59.064596,-26.480411,2021/10/13,736.0,0.15,Ia,0.154286,SN2021abwl.json
SN2021abwm,125.539883,49.000097,2021/10/17,445.0,0.094,Ia,0.422048,SN2021abwm.json
SN2021abwq,331.975162,9.260731,2021/10/20,380.0,0.08,Ia,0.578781,SN2021abwq.json
SN2021abxh,141.6558,-21.402928,2021/10/21,253.68,0.05504,Ia,1.298701,SN2021abxh.json
SN2021abxi,93.143954,51.159342,2021/10/21,90.0,0.02,II P,10.318028,SN2021abxi.json
SN2021abxv,180.162862,51.7029,2021/10/17,307.506,0.066197,Ia,0.883842,SN2021abxv.json
SN2021abyl,105.859029,12.819175,2021/10/22,123.001,0.027229,II,5.524137,SN2021abyl.json
SN2021abym,138.149408,34.855036,2021/10/16,307.0,0.066,Ia,0.886758,SN2021abym.json
SN2021abyn,124.059496,20.692433,2021/10/16,366.14,0.07817,Ia,0.62343,SN2021abyn.json
SN2021abza,277.904642,30.910269,2021/10/22,187.387,0.041065,Ia,2.380142,SN2021abza.json
SN2021abzd,10.899412,30.592403,2021/10/22,81.147,0.018086,Ia,12.692228,SN2021abzd.json
SN2021abze,10.884387,14.342769,2021/10/22,66.579,0.014875,Unknown,18.853877,SN2021abze.json
SN2021abzf,177.229442,19.807969,2021/10/22,113.0,0.025,Ia,6.545229,SN2021abzf.json
SN2021abzi,127.215612,12.538381,2021/10/22,312.164,0.067155,Ia,0.857662,SN2021abzi.json
SN2021abzk,157.551358,78.806436,2021/10/16,370.0,0.079,Ia,0.61049,SN2021abzk.json
SN2021abzn,80.575367,17.522156,2021/10/22,153.167,0.033745,Ia,3.562471,SN2021abzn.json
SN2021abzo,72.460825,0.566944,2021/10/22,313.8,0.0675,Ia,0.848742,SN2021abzo.json
SN2021abzu,149.933333,49.328269,2021/10/22,359.957,0.076916,Ia,0.645031,SN2021abzu.json
SN2021acal,15.331725,15.2946,2021/10/17,355.3,0.07597,Ia,0.662051,SN2021acal.json
SN2021acaz,268.185279,56.933003,2021/10/23,280.0,0.06,Ia,1.066021,SN2021acaz.json
SN2021acbi,330.587283,-11.47625,2021/10/23,346.0,0.074,Ia,0.698119,SN2021acbi.json
SN2021acbv,317.21165,-24.382339,2021/10/23,161.876,0.035615,II,3.189457,SN2021acbv.json
SN2021acbw,326.170767,-20.059067,2021/10/23,156.69,0.034502,Ic,3.404075,SN2021acbw.json
SN2021acci,19.524567,7.325322,2021/10/23,215.0,0.047,Ia,1.808027,SN2021acci.json
SN2021acck,354.055796,9.688061,2021/10/23,201.0,0.044,Ia,2.068662,SN2021acck.json
SN2021accl,121.779817,-0.095136,2021/10/22,253.0,0.055,Ia,1.305692,SN2021accl.json
SN2021accm,319.276317,-0.703247,2021/10/20,282.0,0.061,Ib,1.050954,SN2021accm.json
SN2021accv,312.657975,-32.813781,2021/10/24,380.0,0.08,Ia,0.578781,SN2021accv.json
SN2021accw,327.849567,-41.067347,2021/10/24,258.0,0.056,Ia-91T,1.255574,SN2021accw.json
SN2021accx,355.006512,27.277081,2021/10/24,140.0,0.031,Ia,4.264083,SN2021accx.json
SN2021accy,13.847712,-3.761828,2021/10/23,220.0,0.048,Ic,1.726777,SN2021accy.json
SN2021acea,20.527858,34.096661,2021/10/24,395.0,0.084,Ia,0.535658,SN2021acea.json
SN2021aceh,333.521571,6.824561,2021/10/24,215.0,0.047,II,1.808027,SN2021aceh.json
SN2021acej,304.478083,3.232556,2021/10/04,230.0,0.05,Ia,1.579887,SN2021acej.json
SN2021aceo,136.354538,-7.814669,2021/10/25,220.0,0.048,Ia,1.726777,SN2021aceo.json
SN2021acep,353.213587,-18.719697,2021/10/25,421.4,0.0893,Ia,0.470644,SN2021acep.json
SN2021aceq,13.161625,43.076219,2021/10/25,253.0,0.055,Ib,1.305692,SN2021aceq.json
SN2021aceu,19.017154,37.648783,2021/10/22,137.388,0.030344,Ia,4.42776,SN2021aceu.json
SN2021acew,173.778521,29.948119,2021/10/24,320.76,0.06892,Ia,0.812309,SN2021acew.json
SN2021acey,185.295154,32.697892,2021/10/24,90.0,0.02,II,10.318028,SN2021acey.json
SN2021acfc,41.423196,-0.560092,2021/10/25,311.0,0.067,II,0.864094,SN2021acfc.json
SN2021acfe,12.378204,23.861747,2021/10/25,257.141,0.055762,Ic,1.263977,SN2021acfe.json
SN2021acfg,82.522958,-10.65745,2021/10/16,400.0,0.085,Ia,0.52235,SN2021acfg.json
SN2021acfi,62.236479,-9.043778,2021/10/26,62.6,0.014,Ia,21.327161,SN2021acfi.json
SN2021acfj,36.344337,-7.840844,2021/10/26,249.307,0.054126,Unknown,1.344661,SN2021acfj.json
SN2021acgj,55.820625,-53.625561,2021/10/23,252.681,0.054831,Ia,1.308991,SN2021acgj.json
SN2021acgk,4.839771,15.282983,2021/10/25,355.0,0.076,Ia,0.66317,SN2021acgk.json
SN2021acgl,5.111187,29.449325,2021/10/25,460.0,0.097,Ia,0.394972,SN2021acgl.json
SN2021acgo,7.531646,16.162881,2021/10/25,480.0,0.1,Ia,0.362743,SN2021acgo.json
SN2021acgq,117.558062,72.534117,2021/10/22,465.0,0.098,Ia,0.386523,SN2021acgq.json
SN2021acgu,40.304312,0.548353,2021/10/25,624.9,0.129,Ia,0.214023,SN2021acgu.json
SN2021achd,9.700212,21.159517,2021/10/25,278.0,0.0601,Ia,1.081414,SN2021achd.json
SN2021achr,5.598646,-19.793603,2021/10/27,112.09,0.024857,II,6.651935,SN2021achr.json
SN2021achy,329.867346,2.643972,2021/10/27,380.0,0.08,II,0.578781,SN2021achy.json
SN2021aci,214.777221,42.457808,2021/01/12,420.0,0.09,Ia,0.473787,SN2021aci.json
SN2021acib,125.205675,0.674989,2021/10/26,230.0,0.05,II,1.579887,SN2021acib.json
SN2021acic,332.014104,-16.541881,2021/10/26,201.25,0.04401,Ia,2.063526,SN2021acic.json
SN2021acj,191.012675,50.404911,2021/01/12,448.698,0.094728,Ia,0.41512,SN2021acj.json
SN2021ackd,21.385733,8.618694,2021/10/26,228.001,0.049658,Ia,1.607712,SN2021ackd.json
SN2021acls,326.637192,-14.649467,2021/10/30,173.44,0.03809,II P,2.778326,SN2021acls.json
SN2021aclt,336.575996,-7.485697,2021/10/23,480.4,0.101,Ia,0.362139,SN2021aclt.json
SN2021aclv,14.480708,-5.131769,2021/10/30,82.025,0.018279,Ia,12.422056,SN2021aclv.json
SN2021acly,27.529021,18.013011,2021/10/30,99.0,0.022,Ia,8.527296,SN2021acly.json
SN2021aclz,41.27015,36.711867,2021/10/30,227.303,0.049511,Ia,1.617601,SN2021aclz.json
SN2021acma,37.639892,30.871508,2021/10/30,81.556,0.018176,II,12.565183,SN2021acma.json
SN2021acmd,53.052408,11.282589,2021/10/30,154.0,0.034,Ia,3.524036,SN2021acmd.json
SN2021acmw,105.320512,45.911061,2021/10/24,331.0,0.071,Ia,0.762826,SN2021acmw.json
SN2021acmy,155.206604,51.726358,2021/10/22,345.18,0.07391,Ia,0.70144,SN2021acmy.json
SN2021acna,178.949004,55.316261,2021/10/30,12.61,0.002843,II,525.595389,SN2021acna.json
SN2021acnd,187.4464,27.254939,2021/10/25,111.19,0.02466,II,6.760055,SN2021acnd.json
SN2021acnf,180.5743,64.71935,2021/10/30,504.84,0.1058,Ia,0.327925,SN2021acnf.json
SN2021acng,121.672825,54.535161,2021/10/30,336.175,0.072074,Ia,0.739522,SN2021acng.json
SN2021acnn,100.943146,21.386253,2021/10/30,196.0,0.043,Ia,2.175553,SN2021acnn.json
SN2021acnp,19.3969,8.511611,2021/10/11,321.0,0.069,IIn,0.811095,SN2021acnp.json
SN2021acnt,145.428425,-28.202469,2021/10/26,37.634,0.008449,Ia,59.009367,SN2021acnt.json
SN2021acnu,91.183804,-40.425339,2021/10/28,180.0,0.04,Ia,2.579507,SN2021acnu.json
SN2021acnw,343.713254,29.271531,2021/10/28,,,Ia,,SN2021acnw.json
SN2021acnx,70.573971,6.875833,2021/10/27,131.0,0.029,Ia,4.870114,SN2021acnx.json
SN2021acny,36.635917,-28.776611,2021/10/26,,,Ia-02cx,,SN2021acny.json
SN2021acnz,9.095025,-10.096111,2021/10/26,88.24,0.019644,Ib,10.73378,SN2021acnz.json
SN2021acof,345.467808,36.827358,2021/10/23,511.0,0.107,Ia,0.320066,SN2021acof.json
SN2021acon,181.665992,13.81515,2021/10/30,134.343,0.029686,II,4.630753,SN2021acon.json
SN2021acoz,102.102033,77.862717,2021/10/30,450.0,0.095,Ia,0.412721,SN2021acoz.json
SN2021acpd,87.263804,17.286794,2021/10/30,180.0,0.04,Ic,2.579507,SN2021acpd.json
SN2021acpe,93.238992,9.303983,2021/10/30,196.0,0.043,Ia-91T,2.175553,SN2021acpe.json
SN2021acpj,128.518004,80.411972,2021/10/30,445.0,0.094,Ia,0.422048,SN2021acpj.json
SN2021acpm,78.095817,-13.205433,2021/10/30,180.0,0.04,II P,2.579507,SN2021acpm.json
SN2021acpx,334.368667,13.38465,2021/10/23,311.0,0.067,Ia,0.864094,SN2021acpx.json
SN2021acrp,250.224867,47.301239,2021/10/30,307.0,0.066,Ia,0.886758,SN2021acrp.json
SN2021acso,307.929037,-12.265033,2021/10/26,140.56,0.031029,Ib,4.230174,SN2021acso.json
SN2021acsw,356.330367,-23.667989,2021/10/27,273.0,0.059,Ia,1.121389,SN2021acsw.json
SN2021acsz,4.772371,-16.683169,2021/10/30,480.0,0.1,Ia,0.362743,SN2021acsz.json
SN2021acts,138.88145,79.386306,2021/10/24,420.0,0.089,Ia,0.473787,SN2021acts.json
SN2021actt,75.900908,4.943372,2021/10/31,385.93,0.08217,Ia,0.561131,SN2021actt.json
SN2021actw,17.963888,-19.481119,2021/10/31,395.0,0.084,Ia,0.535658,SN2021actw.json
SN2021acvc,82.658804,-22.900344,2021/10/30,142.362,0.031418,II P,4.123762,SN2021acvc.json
SN2021acvj,109.068017,43.880014,2021/10/31,302.0,0.065,Ia,0.916364,SN2021acvj.json
SN2021acvk,138.170908,16.133083,2021/10/22,420.0,0.089,Ia,0.473787,SN2021acvk.json
SN2021acvl,96.757383,-12.521706,2021/10/31,43.34,0.00972,Ia,44.494252,SN2021acvl.json
SN2021acvp,317.70345,-4.375939,2021/10/31,578.0,0.12,Ia,0.250165,SN2021acvp.json
SN2021acwg,82.876492,-20.657608,2021/10/31,420.0,0.09,Ia Pec,0.473787,SN2021acwg.json
SN2021acwh,91.345029,-27.934494,2021/10/31,140.0,0.03,Ic,4.264083,SN2021acwh.json
SN2021acwp,316.173804,-37.79355,2021/10/30,140.944,0.031112,Ia-91T,4.207155,SN2021acwp.json
SN2021acwr,13.4399,1.955656,2021/10/30,490.6,0.103,Ia,0.347238,SN2021acwr.json
SN2021acx,219.762267,-0.635314,2021/01/12,668.412,0.13727,I,0.187065,SN2021acx.json
SN2021acxb,49.902796,-27.494033,2021/10/30,297.3,0.0641,Ia,0.945566,SN2021acxb.json
SN2021acxh,312.469017,3.34145,2021/10/31,445.0,0.094,Ia,0.422048,SN2021acxh.json
SN2021acxk,294.480458,41.490928,2021/10/31,150.0,0.033,Ia,3.71449,SN2021acxk.json
SN2021acxt,166.685058,55.089808,2021/10/31,415.0,0.088,Ia,0.485272,SN2021acxt.json
SN2021acxz,356.992121,-7.4199,2021/10/27,420.0,0.089,Ia,0.473787,SN2021acxz.json
SN2021acya,60.557342,-28.391589,2021/10/30,292.0,0.063,IIn,0.980203,SN2021acya.json
SN2021acza,357.286917,24.684217,2021/11/01,955.0,0.19,Ia,0.091638,SN2021acza.json
SN2021aczd,132.221133,49.349525,2021/11/01,672.3,0.138,Ia,0.184908,SN2021aczd.json
SN2021aczp,144.171517,-21.10705,2021/11/01,33.719,0.007575,II,73.507617,SN2021aczp.json
SN2021aczr,172.066254,56.088911,2021/10/25,485.5,0.102,Ia,0.354571,SN2021aczr.json
SN2021ad,79.273954,-6.657019,2021/01/02,85.3,0.019,II,11.486393,SN2021ad.json
SN2021adad,55.211717,14.397214,2021/11/01,201.0,0.044,Ia-91T,2.068662,SN2021adad.json
SN2021adah,128.675154,23.970183,2021/11/01,435.0,0.092,Ia,0.441675,SN2021adah.json
SN2021adas,23.176646,-2.081006,2021/11/02,302.0,0.065,Ia,0.916364,SN2021adas.json
SN2021adav,355.518896,12.342231,2021/11/02,445.0,0.094,Ia,0.422048,SN2021adav.json
SN2021aday,270.00555,45.163492,2021/11/02,177.764,0.039014,Ia,2.644808,SN2021aday.json
SN2021adcr,329.513496,-18.171581,2021/11/02,206.0,0.045,Ia,1.969461,SN2021adcr.json
SN2021adcs,308.582312,-16.232433,2021/11/03,341.0,0.073,Ia,0.718742,SN2021adcs.json
SN2021adcw,31.137033,-21.119289,2021/11/03,76.2,0.017,II,14.393678,SN2021adcw.json
SN2021adcx,128.471458,57.538922,2021/11/03,120.91,0.026775,Ia,5.716856,SN2021adcx.json
SN2021addd,48.742642,4.907519,2021/11/03,170.191,0.037396,Ia,2.885417,SN2021addd.json
SN2021aden,3.924867,12.811603,2021/11/03,395.0,0.084,Ia,0.535658,SN2021aden.json
SN2021adeq,18.592767,-26.728553,2021/11/03,490.06,0.1029,Ia,0.348003,SN2021adeq.json
SN2021adew,309.778521,0.047508,2021/11/03,365.406,0.078021,Ia,0.625937,SN2021adew.json
SN2021adex,283.197854,35.740569,2021/11/03,234.0,0.051,Ia,1.526335,SN2021adex.json
SN2021adga,11.914896,-5.738611,2021/11/02,239.0,0.052,Ia,1.46314,SN2021adga.json
SN2021adgm,162.601038,47.433564,2021/11/02,371.098,0.079174,Ia,0.606882,SN2021adgm.json
SN2021adgu,160.958133,69.685753,2021/11/02,241.472,0.052486,Ic,1.433337,SN2021adgu.json
SN2021adgw,115.591283,36.715158,2021/10/31,410.0,0.087,Ia,0.49718,SN2021adgw.json
SN2021adgz,165.804608,11.071092,2021/11/04,96.135,0.021374,II,9.043184,SN2021adgz.json
SN2021adhg,322.266383,-12.850706,2021/11/02,385.0,0.082,Ia,0.563846,SN2021adhg.json
SN2021adhw,160.714775,0.864881,2021/10/31,294.9,0.0636,Ia,0.961019,SN2021adhw.json
SN2021adiz,7.683017,40.324989,2021/11/04,307.0,0.066,Ia,0.886758,SN2021adiz.json
SN2021adkn,112.485162,-66.990464,2021/11/04,218.165,0.047586,Ia,1.755948,SN2021adkn.json
SN2021adko,13.57605,-61.746769,2021/11/03,280.0,0.06,Ia,1.066021,SN2021adko.json
SN2021adlo,105.674737,49.522342,2021/11/04,230.0,0.05,Ia,1.579887,SN2021adlo.json
SN2021adlp,71.683,8.195836,2021/11/04,307.0,0.066,Ia,0.886758,SN2021adlp.json
SN2021adlr,47.798983,-8.469558,2021/11/04,134.108,0.029635,IIb,4.646997,SN2021adlr.json
SN2021adlt,69.799496,6.373439,2021/11/04,112.52,0.02495,Ia,6.601191,SN2021adlt.json
SN2021adlv,127.765975,-4.194219,2021/11/05,147.967,0.032626,Ia,3.817262,SN2021adlv.json
SN2021adlw,175.324262,36.542936,2021/11/05,21.754,0.004897,II,176.605194,SN2021adlw.json
SN2021adly,172.174196,35.112639,2021/11/05,192.0,0.042,Unknown,2.267145,SN2021adly.json
SN2021adlz,157.5367,12.061394,2021/11/03,131.0,0.029,Ia,4.870114,SN2021adlz.json
SN2021admm,13.295162,-25.151353,2021/11/05,518.718,0.108515,Ia CSM,0.310613,SN2021admm.json
SN2021admz,305.878933,-23.442381,2021/11/03,258.0,0.056,IIn,1.255574,SN2021admz.json
SN2021adnv,51.629283,-2.1207,2021/11/01,955.0,0.19,Ia,0.091638,SN2021adnv.json
SN2021adnw,62.139242,-12.57885,2021/10/31,420.0,0.09,II,0.473787,SN2021adnw.json
SN2021adou,14.463796,9.631319,2021/11/04,178.0,0.039,IIn,2.637799,SN2021adou.json
SN2021adoz,125.468875,8.081489,2021/11/04,258.0,0.056,Ia,1.255574,SN2021adoz.json
SN2021adpe,210.822917,38.530761,2021/11/04,86.144,0.019184,Ia,11.262444,SN2021adpe.json
SN2021adpo,23.145933,28.208289,2021/11/02,351.0,0.075,Ia,0.678371,SN2021adpo.json
SN2021adpx,169.190396,69.417458,2021/11/06,215.0,0.047,Ia,1.808027,SN2021adpx.json
SN2021adrh,106.178167,16.681769,2021/11/06,395.0,0.084,Ia,0.535658,SN2021adrh.json
SN2021ads,203.781454,-33.483186,2021/01/13,57.843,0.012942,Ia,24.978945,SN2021ads.json
SN2021adsn,105.446458,24.238381,2021/11/05,109.638,0.024323,Ia,6.952796,SN2021adsn.json
SN2021adt,73.196617,-44.285969,2021/01/13,330.0,0.07,Ia,0.767457,SN2021adt.json
SN2021adtd,139.077775,42.3896,2021/11/06,,,Ia,,SN2021adtd.json
SN2021adte,72.447708,76.186661,2021/11/06,336.909,0.072224,Ia,0.736303,SN2021adte.json
SN2021adu,92.225183,-39.693589,2021/01/13,244.0,0.053,Ia,1.40379,SN2021adu.json
SN2021adud,160.994458,31.125025,2021/11/07,153.698,0.033859,IIb,3.537898,SN2021adud.json
SN2021adv,47.384967,-32.664842,2021/01/13,302.0,0.065,Ia,0.916364,SN2021adv.json
SN2021adva,164.093371,1.048261,2021/11/06,,,Ia,,SN2021adva.json
SN2021adwc,178.25765,-7.6248,2021/11/07,109.21,0.02423,II P,7.0074,SN2021adwc.json
SN2021adwh,150.243371,3.467236,2021/11/03,29.263,0.006579,Ia,97.598698,SN2021adwh.json
SN2021adxd,9.845425,2.804081,2021/11/06,79.606,0.017747,II,13.188439,SN2021adxd.json
SN2021adxl,177.028912,-12.644919,2021/11/03,,,IIn,,SN2021adxl.json
SN2021adyl,142.017046,29.990892,2021/11/08,127.0,0.028,II,5.181724,SN2021adyl.json
SN2021adyo,174.220321,75.711056,2021/11/05,,,II,,SN2021adyo.json
SN2021adza,139.125558,-8.20405,2021/11/08,293.9,0.0634,Ia,0.96757,SN2021adza.json
SN2021ae,81.912067,-6.147558,2021/01/02,888.6,0.178,Ia,0.105845,SN2021ae.json
SN2021aeaj,67.325079,-2.839617,2021/10/31,1040.0,0.205,Ia,0.077271,SN2021aeaj.json
SN2021aebb,56.530483,34.582286,2021/11/03,192.0,0.042,Ia,2.267145,SN2021aebb.json
SN2021aebc,36.517483,31.209758,2021/11/07,266.851,0.057785,Ia,1.173665,SN2021aebc.json
SN2021aebn,125.8374,16.212419,2021/11/08,331.858,0.071192,Ia,0.758887,SN2021aebn.json
SN2021aebs,21.107079,19.022181,2021/11/09,164.0,0.036,II,3.107378,SN2021aebs.json
